Model,Capacity,NAND Type,Format,Interface,Released,Controller,DRAM,Product URL
Micron 9400 Pro,7.5 TB 15 TB 31 TB,TLC,U.3,PCIe 4.0 x4,2023,NVMe 3016,Yes,https://www.techpowerup.com/ssd-specs/micron-9400-pro-7-5-tb.d1320
Micron 9550 Pro,3.8 TB 7.5 TB 15 TB 31 TB,TLC,U.2,PCIe 5.0 x4,2024,Unknown,Yes,https://www.techpowerup.com/ssd-specs/micron-9550-pro-3-8-tb.d2129
Micron M600,128 GB 256 GB 512 GB 1 TB,MLC,2.5,SATA 6 Gbps,2014,88SS9189,Yes,https://www.techpowerup.com/ssd-specs/micron-m600-1-tb.d1569
Microsoft Z1000,960 GB,TLC,M.2 22110,PCIe 4.0 x4,2020,CNX-2670AA,Yes,https://www.techpowerup.com/ssd-specs/microsoft-z1000-960-gb.d1948
Movespeed SSD (YMTC CDT2A X3-9060),1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/movespeed-ssd-1-tb.d1933
Movespeed SSD (YMTC EET1A X3-9070),1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/movespeed-ssd-1-tb.d1574
Movespeed SSD N3000 (88SS1100 + TLC),512 GB,TLC,M.2 2280,PCIe 3.0 x4,Unknown,88SS1100,Yes,https://www.techpowerup.com/ssd-specs/movespeed-ssd-n3000-512-gb.d2201
Mushkin ALPHA,4 TB 8 TB,QLC,M.2 2280,PCIe 3.0 x4,2020,Phison E12S,Yes,https://www.techpowerup.com/ssd-specs/mushkin-alpha-4-tb.d765
Mushkin Delta,1 TB 2 TB 4 TB,QLC,M.2 2280,PCIe 4.0 x4,2021,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/mushkin-delta-1-tb.d769
Mushkin Gamma,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/mushkin-gamma-1-tb.d768
Mushkin Helix-L,1 TB,TLC,M.2 2280,PCIe 3.0 x4,2021,SM2263XT,HMB,https://www.techpowerup.com/ssd-specs/mushkin-helix-l-1-tb.d776
Mushkin Pilot-E,250 GB 500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2020,SM2262ENG,Yes,https://www.techpowerup.com/ssd-specs/mushkin-pilot-e-1-tb.d773
Mushkin Redline Vortex,512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,IG5236,Yes,https://www.techpowerup.com/ssd-specs/mushkin-redline-vortex-1-tb.d740
Netac N930e Pro (SM2263XT + SK Hynix V6),128 GB 256 GB 512 GB 1 TB,TLC,M.2 2280,PCIe 3.0 x4,2022,SM2263XT,HMB,https://www.techpowerup.com/ssd-specs/netac-n930e-pro-1-tb.d1171
Netac N950e Pro,250 GB 500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2020,SM2262ENG,Yes,https://www.techpowerup.com/ssd-specs/netac-n950e-pro-1-tb.d737
Netac NV3000 (MAP1202 + SK Hynix V7),1 TB,TLC,M.2 2280,PCIe 3.0 x4,2022,MAP1202A-F1C,HMB,https://www.techpowerup.com/ssd-specs/netac-nv3000-1-tb.d1677
Netac NV3000 (RTS5766DL + YMTC CDT1B),250 GB 500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2022,RTS5766DL,HMB,https://www.techpowerup.com/ssd-specs/netac-nv3000-1-tb.d746
Netac NV3000 RGB,500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2022,RTS5762,Yes,https://www.techpowerup.com/ssd-specs/netac-nv3000-rgb-1-tb.d750
Netac NV5000 (Kioxia BiCS4),500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/netac-nv5000-1-tb.d1019
Netac NV5000 (Kioxia BiCS5),500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/netac-nv5000-1-tb.d733
Netac NV5000 (TenaFe TC2200 + YMTC CDT1B),500 GB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,TC2200,HMB,https://www.techpowerup.com/ssd-specs/netac-nv5000-1-tb.d1727
Netac NV5000-N,500 GB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,TC2200,HMB,https://www.techpowerup.com/ssd-specs/netac-nv5000-n-1-tb.d1170
Netac NV5000-T,500 GB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,TC2200,HMB,https://www.techpowerup.com/ssd-specs/netac-nv5000-t-1-tb.d1065
Netac NV7000 (E18 + B47R),1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/netac-nv7000-1-tb.d731
Netac NV7000 (IG5236 + Micron B47R),1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,IG5236,Yes,https://www.techpowerup.com/ssd-specs/netac-nv7000-1-tb.d1039
Netac NV7000 (IG5236 + SK Hynix),1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,IG5236,Yes,https://www.techpowerup.com/ssd-specs/netac-nv7000-1-tb.d896
Netac NV7000 (IG5236 + YMTC CDT1B),1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,IG5236,Yes,https://www.techpowerup.com/ssd-specs/netac-nv7000-1-tb.d894
Netac NV7000-T,512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/netac-nv7000-t-1-tb.d1510
Netac ZX20,1 TB,TLC,Unknown,Unknown,2022,SM2320G,No,https://www.techpowerup.com/ssd-specs/netac-zx20-1-tb.d1725
Nextorage G Series,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/nextorage-g-series-1-tb.d1940
Nextorage G Series (Kioxia BiCS5 HDR 1Tb),8 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/nextorage-g-series-8-tb.d1941
Nextorage Gen5 SSD,1 TB,TLC,M.2 2280,PCIe 5.0 x4,2023,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/nextorage-gen5-ssd-1-tb.d1270
Nextorage NE5N Series,1 TB 2 TB,TLC,M.2 2280,PCIe 5.0 x4,2023,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/nextorage-ne5n-series-1-tb.d1470
Nextorage NE5N Series (w/ Heatsink),1 TB 2 TB,TLC,M.2 2280,PCIe 5.0 x4,2023,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/nextorage-ne5n-series-w-heatsink-1-tb.d1473
OCZ ARC 100,120 GB 240 GB 480 GB,MLC,2.5,SATA 6 Gbps,2014,Barefoot 3 M10,Yes,https://www.techpowerup.com/ssd-specs/ocz-arc-100-480-gb.d1812
OCZ Vertex 450,128 GB 256 GB 512 GB,MLC,2.5,SATA 6 Gbps,2013,Barefoot 3 M10,Yes,https://www.techpowerup.com/ssd-specs/ocz-vertex-450-512-gb.d1814
OCZ Vertex 460,120 GB 240 GB 480 GB,MLC,2.5,SATA 6 Gbps,2014,Barefoot 3 M10,Yes,https://www.techpowerup.com/ssd-specs/ocz-vertex-460-480-gb.d1298
Orico J-10,512 GB 1 TB 2 TB 4 TB,QLC,M.2 2280,PCIe 3.0 x4,Unknown,RTS5765DL,HMB,https://www.techpowerup.com/ssd-specs/orico-j-10-1-tb.d2039
Orico J-20,512 GB 1 TB 2 TB,QLC,M.2 2280,PCIe 4.0 x4,2023,RTS5772DL,HMB,https://www.techpowerup.com/ssd-specs/orico-j-20-1-tb.d2043
Orico O7000 (YMTC QLC X3-6070),2 TB,QLC,M.2 2280,PCIe 4.0 x4,2022,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/orico-o7000-2-tb.d2200
Orico O7000 (YMTC TLC EET1A X3-9070),512 GB 1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/orico-o7000-1-tb.d2154
PNY CS2142,1 TB 2 TB,QLC,M.2 2230,PCIe 4.0 x4,2024,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/pny-cs2142-1-tb.d1973
PNY CS2150,1 TB 2 TB,TLC,M.2 2280,PCIe 5.0 x4,2024,Phison E31T,HMB,https://www.techpowerup.com/ssd-specs/pny-cs2150-1-tb.d2263
PNY CS3150 XLR8 (w/ heatsink),1 TB 2 TB,TLC,M.2 2280,PCIe 5.0 x4,2023,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/pny-cs3150-xlr8-w-heatsink-1-tb.d1794
PNY CS900 (Micron B16A),120 GB 240 GB 250 GB,TLC,2.5,SATA 6 Gbps,2018,Phison S11,No,https://www.techpowerup.com/ssd-specs/pny-cs900-250-gb.d671
PNY CS900 (Micron B17A),480 GB 500 GB 960 GB 1 TB 2 TB,TLC,2.5,SATA 6 Gbps,2018,Phison S11,No,https://www.techpowerup.com/ssd-specs/pny-cs900-1-tb.d667
PNY CS900 (Micron N18A),4 TB 8 TB,QLC,2.5,SATA 6 Gbps,2018,Phison S11,No,https://www.techpowerup.com/ssd-specs/pny-cs900-4-tb.d665
PNY CS900 (SM2259XT2 + SK Hynix V6),240 GB,TLC,2.5,SATA 6 Gbps,2018,SM2259XT2,No,https://www.techpowerup.com/ssd-specs/pny-cs900-240-gb.d1845
PNY LX3030,1 TB 2 TB,pSLC,M.2 2280,PCIe 3.0 x4,2021,Phison E12S,Yes,https://www.techpowerup.com/ssd-specs/pny-lx3030-1-tb.d790
PNY XLR8 CS3030,250 GB 500 GB 1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 3.0 x4,2019,Phison E12,Yes,https://www.techpowerup.com/ssd-specs/pny-xlr8-cs3030-1-tb.d660
PNY XLR8 CS3040,500 GB 1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2020,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/pny-xlr8-cs3040-1-tb.d744
PNY XLR8 CS3140 (Phison E18 + Kioxia BiCS5 TLC 1Tb),8 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/pny-xlr8-cs3140-8-tb.d2251
PNY XLR8 CS3140 (Phison E18 + Micron B27B),1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/pny-xlr8-cs3140-1-tb.d651
PNY XLR8 CS3140 (Phison E18 + Micron B47R),1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/pny-xlr8-cs3140-1-tb.d2253
PNY XLR8 CS3140 (w/ Heatsink),1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/pny-xlr8-cs3140-w-heatsink-1-tb.d657
Patriot Burst,120 GB 240 GB 480 GB 960 GB,TLC,2.5,SATA 6 Gbps,2018,Phison S11,No,https://www.techpowerup.com/ssd-specs/patriot-burst-960-gb.d643
Patriot Burst Elite (MAS1102B + YMTC CEC1A),1.9 TB,QLC,2.5,SATA 6 Gbps,2020,MAS1102B-B1C,No,https://www.techpowerup.com/ssd-specs/patriot-burst-elite-1-9-tb.d1851
Patriot Burst Elite (Realtek RTS5766DL + Kioxia BiCS5),120 GB 240 GB 480 GB,TLC,2.5,SATA 6 Gbps,2020,RTS5766DL,No,https://www.techpowerup.com/ssd-specs/patriot-burst-elite-480-gb.d1848
Patriot Burst Elite (SM2259XT + Micron N18A),960 GB 1.9 TB,QLC,2.5,SATA 6 Gbps,2020,SM2259XT,No,https://www.techpowerup.com/ssd-specs/patriot-burst-elite-960-gb.d1847
Patriot P200 (MAS0902),2 TB,TLC,2.5,SATA 6 Gbps,2019,MAS0902A-B2C,No,https://www.techpowerup.com/ssd-specs/patriot-p200-2-tb.d638
Patriot P200 (SM2258XT),128 GB 256 GB 512 GB 1 TB,TLC,2.5,SATA 6 Gbps,2019,SM2258XT,No,https://www.techpowerup.com/ssd-specs/patriot-p200-1-tb.d639
Patriot P300 (Phison E13),128 GB 256 GB 512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2020,Phison E13,HMB,https://www.techpowerup.com/ssd-specs/patriot-p300-1-tb.d634
Patriot P300 (SM2263XT),128 GB 256 GB 512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,Unknown,Phison E13,HMB,https://www.techpowerup.com/ssd-specs/patriot-p300-1-tb.d1025
Patriot Viper VP4100,500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2019,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/patriot-viper-vp4100-1-tb.d623
Patriot Viper VP4300 (IG5236 + B27B),1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,IG5236,Yes,https://www.techpowerup.com/ssd-specs/patriot-viper-vp4300-1-tb.d621
Patriot Viper VP4300 (IG5236 + B47R),1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,IG5236,Yes,https://www.techpowerup.com/ssd-specs/patriot-viper-vp4300-1-tb.d902
Patriot Viper VP4300 Lite (MAP1602 + YMTC 1T b QLC X3-6070),4 TB,QLC,M.2 2280,PCIe 4.0 x4,2023,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/patriot-viper-vp4300-lite-4-tb.d1581
Patriot Viper VP4300 Lite (MAP1602 + YMTC 1T b TLC EET1A),500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/patriot-viper-vp4300-lite-1-tb.d1579
Patriot Viper VP4300 Lite (Phison E27T + Kioxia BiCS6 TLC 1Tb),2 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,Phison E27T,HMB,https://www.techpowerup.com/ssd-specs/patriot-viper-vp4300-lite-2-tb.d2179
Patriot Viper VPN100 (E12 + BiCS3),256 GB 512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2019,Phison E12,Yes,https://www.techpowerup.com/ssd-specs/patriot-viper-vpn100-1-tb.d1027
Patriot Viper VPN100 (E12S + Micron B27A),1 TB,TLC,M.2 2280,PCIe 3.0 x4,2019,Phison E12S,Yes,https://www.techpowerup.com/ssd-specs/patriot-viper-vpn100-1-tb.d627
Patriot Viper VPR100,256 GB 512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2019,Phison E12,Yes,https://www.techpowerup.com/ssd-specs/patriot-viper-vpr100-1-tb.d630
Patriot Viper VPR400,512 GB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,IG5220,HMB,https://www.techpowerup.com/ssd-specs/patriot-viper-vpr400-1-tb.d904
Phison E26 Engineering Sample,2 TB,TLC,M.2 2280,PCIe 5.0 x4,2022,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/phison-e26-engineering-sample-2-tb.d832
Phison E26 Max14um Reference Design,2 TB,TLC,M.2 2280,PCIe 5.0 x4,2024,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/phison-e26-max14um-reference-design-2-tb.d1878
Phison E28 Engineering Sample,2 TB,TLC,M.2 2280,PCIe 5.0 x4,2024,Phison E28,Yes,https://www.techpowerup.com/ssd-specs/phison-e28-engineering-sample-2-tb.d2277
Phison E31T Engineering Sample,2 TB,TLC,M.2 2280,PCIe 5.0 x4,2024,Phison E31T,HMB,https://www.techpowerup.com/ssd-specs/phison-e31t-engineering-sample-2-tb.d2056
Phison IO+ (Engineering Sample),2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/phison-io-engineering-sample-2-tb.d853
Phison Pascari X200E,1.6 TB 3 TB 6 TB 13 TB 26 TB,TLC,U.2,PCIe 5.0 x4,2024,Phison X2,Yes,https://www.techpowerup.com/ssd-specs/phison-pascari-x200e-1-6-tb.d2017
Phison Pascari X200P,1.9 TB 3.8 TB 7.5 TB 15 TB 31 TB,TLC,U.2,PCIe 5.0 x4,2024,Phison X2,Yes,https://www.techpowerup.com/ssd-specs/phison-pascari-x200p-1-9-tb.d2008
Pichau Aldrin A1,1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,IG5220,HMB,https://www.techpowerup.com/ssd-specs/pichau-aldrin-a1-1-tb.d1525
Pichau Aldrin LP,1 TB,QLC,M.2 2280,PCIe 4.0 x4,2024,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/pichau-aldrin-lp-1-tb.d2259
Pichau Aldrin Pro,512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,IG5236,Yes,https://www.techpowerup.com/ssd-specs/pichau-aldrin-pro-1-tb.d1765
Pichau Celestia (IG5220 + Micron B47R),512 GB,TLC,M.2 2230,PCIe 4.0 x4,2023,IG5220,HMB,https://www.techpowerup.com/ssd-specs/pichau-celestia-512-gb.d1970
Pichau Celestia (MAP1602 + YMTC CDT1B),1 TB,TLC,M.2 2230,PCIe 4.0 x4,2023,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/pichau-celestia-1-tb.d1969
Pichau Kepler Z1,512 GB 1 TB,QLC,M.2 2280,PCIe 3.0 x4,2023,RTS5762,Yes,https://www.techpowerup.com/ssd-specs/pichau-kepler-z1-1-tb.d2117
Plextor M10P(G),1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,IG5236,Yes,https://www.techpowerup.com/ssd-specs/plextor-m10p-g-1-tb.d677
Plextor M10P(GN),512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,IG5236,Yes,https://www.techpowerup.com/ssd-specs/plextor-m10p-gn-1-tb.d682
Plextor M10P(Y),512 GB 1 TB 2 TB,TLC,Add-In Card,PCIe 4.0 x4,2021,IG5236,Yes,https://www.techpowerup.com/ssd-specs/plextor-m10p-y-1-tb.d679
Plextor M10e,256 GB 512 GB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,SM2267XT,HMB,https://www.techpowerup.com/ssd-specs/plextor-m10e-1-tb.d684
Plextor M9P(G) Plus,256 GB 512 GB 1 TB,TLC,M.2 2280,PCIe 3.0 x4,2020,88SS1092,Yes,https://www.techpowerup.com/ssd-specs/plextor-m9p-g-plus-1-tb.d687
Plextor M9Pe(G),256 GB 512 GB 1 TB,TLC,M.2 2280,PCIe 3.0 x4,2018,88SS1093,Yes,https://www.techpowerup.com/ssd-specs/plextor-m9pe-g-1-tb.d693
Plextor M9Pe(GN),256 GB 512 GB 1 TB,TLC,M.2 2280,PCIe 3.0 x4,2018,88SS1093,Yes,https://www.techpowerup.com/ssd-specs/plextor-m9pe-gn-1-tb.d696
Plextor M9Pe(Y),256 GB 512 GB 1 TB,TLC,Add-In Card,PCIe 3.0 x4,2018,88SS1093,Yes,https://www.techpowerup.com/ssd-specs/plextor-m9pe-y-1-tb.d690
RZX Pro (SM2259XT2 + Kioxia BiCS4),240 GB,TLC,2.5,SATA 6 Gbps,2022,SM2259XT2,No,https://www.techpowerup.com/ssd-specs/rzx-pro-240-gb.d1838
Ramaxel TP6500,3.8 TB,TLC,U.2,PCIe 4.0 x4,2022,Phoenix 8020,Yes,https://www.techpowerup.com/ssd-specs/ramaxel-tp6500-3-8-tb.d1795
Redragon Blade,512 GB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/redragon-blade-1-tb.d1513
Reletech P400 (YMTC BCT1B),256 GB 512 GB,TLC,M.2 2280,PCIe 3.0 x4,2021,Phison E12S,Yes,https://www.techpowerup.com/ssd-specs/reletech-p400-512-gb.d1051
Reletech P400 (YMTC CDT1B),256 GB 512 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 3.0 x4,2021,Phison E12S,Yes,https://www.techpowerup.com/ssd-specs/reletech-p400-1-tb.d1048
Reletech P400 EVO (E18 + Micron B27B),500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/reletech-p400-evo-1-tb.d838
Reletech P400 EVO (IG5236 + YMTC 128-L),500 GB 500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,IG5236,Yes,https://www.techpowerup.com/ssd-specs/reletech-p400-evo-1-tb.d1324
Reletech P400 EVO (MAP1602 + YMTC 232-L),500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,MAP1602A,HMB,https://www.techpowerup.com/ssd-specs/reletech-p400-evo-1-tb.d1517
Reletech P400 EVO (PS5) (E18 + Micron B27B),1 TB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/reletech-p400-evo-ps5-1-tb.d842
Reletech P400 EVO (PS5) (IG5236 + YMTC 128-L),500 GB 1 TB 1 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,IG5236,Yes,https://www.techpowerup.com/ssd-specs/reletech-p400-evo-ps5-1-tb.d1326
Reletech P400 Pro (QLC) (Micron N28A),1 TB 2 TB,QLC,M.2 2280,PCIe 4.0 x4,2020,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/reletech-p400-pro-qlc-1-tb.d843
Reletech P400 Pro (TLC) (Kioxia BiCS4),500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2020,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/reletech-p400-pro-tlc-1-tb.d846
Reletech P600,1 TB,TLC,M.2 2280,PCIe 3.0 x4,Unknown,Phison E15,HMB,https://www.techpowerup.com/ssd-specs/reletech-p600-1-tb.d1577
SSSTC Lite-On SVZ SSD,128 GB,MLC,M.2 2280,SATA 6 Gbps,2018,SM2258H,Yes,https://www.techpowerup.com/ssd-specs/ssstc-lite-on-svz-ssd-128-gb.d2273
SSTC HammerHead E18,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2023,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/sstc-hammerhead-e18-1-tb.d1403
SSTC Tiger Shark,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 5.0 x4,2023,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/sstc-tiger-shark-1-tb.d1409
Sabrent Nano,1 TB,TLC,M.2 2242,PCIe 4.0 x4,2024,Phison E27T,HMB,https://www.techpowerup.com/ssd-specs/sabrent-nano-1-tb.d2001
Sabrent Rocket (Phison E12S + Kioxia BiCS4),2 TB 4 TB,TLC,M.2 2280,PCIe 3.0 x4,2020,Phison E12S,Yes,https://www.techpowerup.com/ssd-specs/sabrent-rocket-2-tb.d1821
Sabrent Rocket (Phison E12S + Micron B27A),1 TB,TLC,M.2 2280,PCIe 3.0 x4,2020,Phison E12S,Yes,https://www.techpowerup.com/ssd-specs/sabrent-rocket-1-tb.d1819
Sabrent Rocket 4,1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2024,Phison E27T,HMB,https://www.techpowerup.com/ssd-specs/sabrent-rocket-4-1-tb.d1976
Sabrent Rocket 4 Plus (Kioxia BiCS5),8 TB,TLC,M.2 2280,PCIe 4.0 x4,2021,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/sabrent-rocket-4-plus-8-tb.d543
Sabrent Rocket 4 Plus (Micron B27B),1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2020,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/sabrent-rocket-4-plus-1-tb.d544
Sabrent Rocket 4 Plus (Micron B47R),500 GB 1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/sabrent-rocket-4-plus-1-tb.d1013
Sabrent Rocket 4 Plus G,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 4.0 x4,2022,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/sabrent-rocket-4-plus-g-1-tb.d854
Sabrent Rocket 4 Plus-Destroyer 2.0,64 TB,TLC,M.2 2280,PCIe 4.0 x16,2022,Phison E18,Yes,https://www.techpowerup.com/ssd-specs/sabrent-rocket-4-plus-destroyer-2-0-64-tb.d906
Sabrent Rocket 4.0,500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2019,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/sabrent-rocket-4-0-1-tb.d548
Sabrent Rocket 4.0 (w/ Heatsink),500 GB 1 TB 2 TB,TLC,M.2 2280,PCIe 4.0 x4,2019,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/sabrent-rocket-4-0-w-heatsink-1-tb.d551
Sabrent Rocket 5,1 TB 2 TB 4 TB,TLC,M.2 2280,PCIe 5.0 x4,2024,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/sabrent-rocket-5-1-tb.d1932
Sabrent Rocket NVMe PCIe M.2 2230,256 GB 512 GB 1 TB,TLC,M.2 2230,PCIe 4.0 x4,2022,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/sabrent-rocket-nvme-pcie-m-2-2230-1-tb.d1276
Sabrent Rocket Q,500 GB 1 TB 2 TB 4 TB 8 TB,QLC,M.2 2280,PCIe 3.0 x4,2020,Phison E12S,Yes,https://www.techpowerup.com/ssd-specs/sabrent-rocket-q-1-tb.d556
Sabrent Rocket Q4,1 TB 2 TB 4 TB,QLC,M.2 2280,PCIe 4.0 x4,2020,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/sabrent-rocket-q4-1-tb.d560
Sabrent Rocket Q4 (w/ Heatsink),1 TB 2 TB 4 TB,QLC,M.2 2280,PCIe 4.0 x4,2020,Phison E16,Yes,https://www.techpowerup.com/ssd-specs/sabrent-rocket-q4-w-heatsink-1-tb.d561
Sabrent Rocket Q4 2230,2 TB,QLC,M.2 2230,PCIe 4.0 x4,2023,Phison E21T,HMB,https://www.techpowerup.com/ssd-specs/sabrent-rocket-q4-2230-2-tb.d1486
Sabrent Rocket X5 Gen 5,1 TB,TLC,M.2 2280,PCIe 5.0 x4,2023,Phison E26,Yes,https://www.techpowerup.com/ssd-specs/sabrent-rocket-x5-gen-5-1-tb.d1410
Samsung 470 Series,256 GB,MLC,2.5,SATA 3 Gbps,2009,Samsung S3C2400,Yes,https://www.techpowerup.com/ssd-specs/samsung-470-series-256-gb.d1260
Samsung 750 EVO,120 GB 250 GB 500 GB,MLC,2.5,SATA 6 Gbps,2016,Samsung MGX,Yes,https://www.techpowerup.com/ssd-specs/samsung-750-evo-500-gb.d1228
Samsung 830,64 GB 128 GB 256 GB 512 GB,MLC,2.5,SATA 6 Gbps,2011,MCX,Yes,https://www.techpowerup.com/ssd-specs/samsung-830-512-gb.d1224
Samsung 840 EVO,120 GB 250 GB 500 GB 750 GB 1 TB,TLC,2.5,SATA 6 Gbps,2013,Samsung MEX,Yes,https://www.techpowerup.com/ssd-specs/samsung-840-evo-1-tb.d42
Samsung 840 Pro,128 GB 256 GB 512 GB,MLC,2.5,SATA 6 Gbps,2012,Samsung MDX,Yes,https://www.techpowerup.com/ssd-specs/samsung-840-pro-512-gb.d36
